노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
750A,덕은동종점 - 덕은동종점,79,월드컵파크9.10.11.12단지,0,0,0,0,0,1,0,0,1,0,3,1,0,0,1,0,1,1,1,0,0,2,0,0,
750A,덕은동종점 - 덕은동종점,80,대덕동주민센터,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
750A,덕은동종점 - 덕은동종점,81,덕은동입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
750A,덕은동종점 - 덕은동종점,82,덕은동종점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),1,은평공영차고지,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),2,덕은교.은평차고지앞,2,2,0,1,1,0,2,3,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),3,수색교,0,1,0,3,3,0,3,4,0,0,3,5,0,2,1,0,0,1,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),4,수색역앞,4,4,0,4,4,0,2,3,0,1,3,7,0,4,0,0,1,3,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),5,디지털미디어시티역,3,4,0,4,7,0,5,8,0,0,4,4,0,5,4,0,3,4,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),6,북가좌동삼거리,4,6,0,5,8,0,6,5,0,1,5,0,0,6,0,0,4,3,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),7,DMC래미안e.편한세상요진아파트,5,7,0,6,7,0,3,10,0,0,6,2,0,7,5,0,4,4,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),8,모래내시장.가좌역,4,12,3,10,10,0,4,13,0,0,6,3,0,8,6,0,5,5,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),9,사천교,10,13,0,9,11,0,5,7,0,0,6,5,0,7,6,0,3,6,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),10,연희104고지앞.구성산회관,9,6,0,8,12,0,8,9,11,0,10,7,0,12,11,0,8,10,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),11,서대문우체국,10,0,0,8,13,12,5,13,12,0,10,7,0,11,13,0,9,8,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),12,연세대앞,10,12,8,8,9,12,7,10,11,0,13,13,0,12,15,0,8,13,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),13,세브란스병원앞,11,7,5,0,14,0,0,9,12,0,16,15,0,16,18,0,6,18,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),14,이대후문,11,10,10,9,15,14,0,17,13,0,22,19,0,17,18,0,10,21,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),15,영천시장,2,13,18,8,17,23,6,19,17,0,24,20,0,22,19,0,11,18,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),16,서대문역,13,13,16,0,16,23,7,16,15,0,21,23,0,24,17,0,13,15,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),17,경찰청.동북아역사재단,15,11,15,6,14,21,0,14,14,0,19,24,0,26,20,0,10,13,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),18,서울역버스환승센터,14,7,3,2,13,12,5,11,12,0,18,17,0,19,23,12,16,13,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),19,갈월동,0,7,4,0,12,6,4,14,9,0,16,15,0,18,20,14,16,12,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),20,숙대입구역,4,5,6,0,9,5,0,9,9,0,15,14,0,14,12,10,21,15,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),21,삼각지역,13,12,5,0,9,8,0,15,10,0,10,17,0,13,23,12,28,23,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),22,용산우체국,10,0,5,0,5,0,0,10,13,0,16,18,0,15,19,9,33,21,9,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),23,신용산역,7,8,2,0,8,6,0,11,16,0,7,31,8,23,31,15,43,37,17,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),24,한강대교북단.LG유플러스,0,9,0,0,9,9,0,11,14,0,8,31,0,24,30,14,44,42,18,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),25,노들섬,0,11,0,0,5,3,0,13,12,0,10,35,6,30,31,0,47,43,26,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),26,상도터널노량진동,6,8,4,0,8,8,0,12,17,0,8,30,11,29,25,13,0,45,39,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),27,상도터널상도동,2,9,3,0,6,8,0,10,9,0,12,27,0,0,22,11,0,39,29,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),28,상도역,8,3,5,0,7,8,0,9,16,0,1,27,9,0,22,12,0,28,26,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),29,상도동중앙하이츠빌.상도전통시장,0,0,3,0,9,11,0,10,24,0,0,29,14,5,21,12,0,27,23,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),30,숭실대입구역,0,7,7,0,7,12,0,14,24,0,7,24,13,7,18,11,0,18,22,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),31,봉현초등학교,8,7,1,0,7,12,0,15,20,0,6,21,12,0,13,9,0,16,17,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),32,성현동동아아파트,9,6,4,0,6,13,0,16,15,0,0,20,11,0,13,9,0,15,16,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),33,봉원중학교.행운동우성아파트,6,6,7,0,4,12,0,13,12,0,2,14,8,0,11,7,0,12,11,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),34,봉천사거리.위버폴리스,5,6,4,0,3,7,0,3,12,0,0,9,3,0,8,6,0,10,10,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),35,관악구청,0,4,2,0,2,7,0,4,3,0,0,5,2,0,5,2,0,4,3,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),36,관악경찰서.관악소방서,0,5,0,0,2,6,0,0,1,0,0,4,1,0,4,1,0,3,1,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),37,서울여상.서울문영여중고앞,0,4,1,0,1,5,0,3,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),38,서울대학교치과병원.동물병원,0,1,1,0,0,3,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),39,서울대학교,0,3,2,0,1,4,0,2,7,0,0,3,1,0,6,0,0,2,7,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),40,서울대학교치과병원.동물병원,0,1,0,0,0,0,0,0,0,0,0,5,1,0,4,1,0,1,10,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),41,서울여상.서울문영여중고앞,0,0,1,0,0,5,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),42,관악구청,0,3,4,2,5,7,0,5,12,3,0,8,4,0,4,3,0,4,6,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),43,봉천사거리.봉천중앙시장,0,5,8,3,3,8,0,10,11,7,0,12,7,0,12,11,0,10,8,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),44,봉원중학교.행운동우성아파트,0,6,7,7,7,10,5,15,19,9,0,13,7,0,6,17,0,9,9,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),45,관악푸르지오아파트,0,6,6,8,13,14,7,17,18,10,0,13,18,0,11,17,0,11,9,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),46,봉천고개.관악현대아파트,0,7,8,9,15,18,8,17,18,17,0,15,20,0,12,20,0,8,9,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),47,숭실대입구역,0,9,8,6,18,18,14,19,25,18,0,17,29,0,6,22,0,7,5,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),48,상도동중앙하이츠빌.상도전통시장,0,10,7,8,19,21,17,26,28,7,0,21,36,0,11,22,0,11,6,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),49,상도역,0,9,9,10,21,26,20,12,25,31,0,27,35,0,9,23,10,12,8,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),50,상도터널상도동,0,7,11,8,6,31,26,15,35,38,0,30,42,0,14,23,11,13,9,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),51,상도터널노량진동,0,7,10,6,0,31,26,15,35,34,0,27,40,0,17,23,10,10,9,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),52,노들섬,0,6,3,0,0,24,23,13,33,37,0,26,34,0,19,10,0,0,8,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),53,한강대교북단.LG유플러스,0,8,8,10,8,30,24,0,27,31,0,22,32,0,16,16,9,4,6,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),54,신용산역,0,0,7,8,6,24,18,0,23,27,0,21,24,0,15,15,13,8,10,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),55,용산우체국,0,0,5,9,0,10,18,0,22,24,0,20,23,17,16,15,0,5,12,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),56,삼각지역,0,5,7,8,4,22,15,0,17,19,0,16,22,15,9,12,13,7,10,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),57,숙대입구역,0,7,13,5,3,19,18,0,12,17,0,10,17,13,12,14,15,6,12,8,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),58,갈월동,0,3,14,4,0,11,22,0,18,20,0,6,19,24,14,17,16,9,12,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),59,경찰청.동북아역사재단,0,6,0,4,0,10,17,0,11,17,0,0,14,21,8,19,14,8,13,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),60,서대문.서울시교육청,0,5,11,2,0,9,16,0,5,16,0,5,15,20,0,18,12,7,11,5,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),61,독립문(가상),0,4,10,2,0,7,15,0,7,13,0,0,18,19,0,10,11,0,6,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),62,독립문공원.극동아파트,0,4,9,3,0,12,10,0,10,23,0,0,22,24,0,17,13,0,11,7,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),63,이대후문,0,0,5,3,0,8,10,0,7,21,0,0,14,16,0,16,10,0,8,5,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),64,세브란스병원앞,0,5,3,3,0,4,8,0,5,16,0,0,12,14,0,15,10,0,10,6,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),65,연세대앞,0,2,6,2,0,3,6,0,4,9,0,0,10,12,0,6,8,0,11,11,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),66,서대문우체국,0,6,5,0,0,3,6,0,6,11,0,0,10,8,0,15,7,0,9,10,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),67,연희104고지앞.구성산회관,0,0,4,3,0,4,4,0,5,17,0,0,9,7,0,13,8,0,10,10,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),68,사천교,0,6,5,1,0,3,2,0,3,15,0,0,8,12,0,9,8,0,7,8,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),69,모래내시장.가좌역,0,5,1,1,0,4,2,0,4,11,0,0,8,14,0,8,7,0,4,7,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),70,DMC래미안e.편한세상요진아파트,0,4,2,0,0,0,3,0,3,9,0,0,7,12,0,2,6,0,5,3,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),71,북가좌동삼거리,0,2,4,0,0,2,2,0,1,7,4,0,2,0,0,5,5,0,3,6,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),72,디지털미디어시티역,0,0,1,1,0,1,3,0,1,2,3,0,4,4,0,5,8,0,3,6,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),73,수색역앞,0,0,0,0,0,0,2,0,0,2,2,0,2,2,0,1,7,0,2,2,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),74,수색교,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),75,덕은교.은평차고지앞,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,
750B,은평공영차고지 - 은평공영차고지(가상),76,은평공영차고지(가상),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,1,선진운수종점,3,2,6,6,7,12,8,4,8,7,9,6,10,3,7,4,6,3,3,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,2,구산사거리,0,3,2,0,6,11,9,6,5,7,10,5,11,3,0,5,3,5,0,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,3,역촌중앙시장,1,5,9,9,9,14,11,12,10,12,12,13,12,9,8,6,5,3,0,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,4,구산역2번출구.예일여고,4,5,10,10,11,19,13,13,13,14,16,10,14,9,4,9,5,8,3,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,5,하나은행역촌동지점,6,8,9,11,15,18,15,16,14,14,17,11,14,9,8,9,6,9,4,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,6,역촌역.역촌오거리,8,7,10,13,15,22,18,20,17,13,14,10,15,12,7,8,9,8,2,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,7,녹번초등학교.은평세무서,1,8,6,12,15,23,21,19,21,13,16,17,13,18,7,12,7,8,5,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,8,은평구청,7,11,12,14,18,24,22,18,22,14,18,16,20,16,5,11,8,7,6,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,9,녹번역,5,12,12,14,19,26,23,14,19,13,16,14,17,14,9,12,8,6,6,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,10,산골고개,5,12,7,17,22,23,21,18,21,11,19,14,16,13,5,15,5,5,5,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,11,홍제역(중).서대문세무서,9,13,9,16,24,24,26,22,26,25,19,23,14,14,12,11,8,10,9,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,12,홍제삼거리.인왕산한신휴플러스,5,14,10,16,25,26,30,24,27,28,20,19,15,17,9,15,8,7,8,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,13,무악재역,11,9,8,19,27,27,21,15,28,30,21,0,16,18,13,14,9,0,5,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,14,안산초등학교,12,5,9,21,28,26,22,25,26,31,22,15,16,19,10,15,7,5,7,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,15,독립문역.한성과학고,11,17,9,14,25,24,31,29,29,19,22,25,20,20,15,18,9,7,6,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,16,영천시장,9,17,10,19,24,26,31,31,31,37,26,25,22,20,16,15,10,9,7,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,17,서대문역,4,16,8,18,22,29,28,26,31,39,24,19,21,18,19,16,9,8,9,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,18,경찰청.동북아역사재단,10,13,9,14,21,26,26,24,32,38,23,23,21,22,19,20,8,8,6,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,19,서울역버스환승센터,9,11,6,7,16,22,19,21,27,29,17,18,12,14,17,15,9,8,12,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,20,갈월동,0,5,4,6,11,20,16,16,18,20,16,17,16,12,16,10,8,6,8,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,21,숙대입구역,7,5,3,5,10,14,12,14,17,16,12,18,14,13,14,8,8,7,6,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,22,삼각지역,8,12,4,8,11,11,11,13,16,11,13,22,5,13,6,10,11,8,8,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,23,용산우체국,4,9,2,7,9,13,9,11,11,13,12,19,6,15,13,8,10,8,12,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,24,신용산역,4,6,3,2,5,10,10,4,12,9,8,15,10,14,15,14,13,12,13,4,0,0,0,0,
752,선진운수종점 - 선진운수종점,25,한강대교북단.LG유플러스,2,0,5,0,6,4,9,5,11,11,7,17,13,9,9,0,19,13,8,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,26,노들섬,0,0,0,2,0,2,10,3,9,7,14,16,16,13,16,15,21,10,13,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,27,노들역앞,0,0,0,3,5,5,9,5,6,8,13,16,10,15,15,14,19,8,14,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,28,흑석동효사정앞,1,5,3,3,2,4,9,6,8,9,12,13,15,13,12,12,9,12,12,3,0,0,0,0,
752,선진운수종점 - 선진운수종점,29,흑석역.명수대현대아파트,0,5,5,1,2,5,9,1,9,10,12,12,12,10,11,11,14,8,14,3,0,0,0,0,
752,선진운수종점 - 선진운수종점,30,비계,0,6,3,4,5,6,11,5,9,9,10,12,19,9,2,8,7,4,13,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,31,흑석동한강현대아파트,0,0,4,0,0,5,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,32,동작역.국립현충원,0,5,2,2,0,6,8,7,10,11,10,12,19,12,8,0,15,8,15,5,0,0,0,0,
752,선진운수종점 - 선진운수종점,33,갯마을앞,0,4,0,2,4,5,6,6,14,11,8,16,16,11,11,14,14,7,9,9,0,0,0,0,
752,선진운수종점 - 선진운수종점,34,정금마을.방배경찰서,0,3,2,3,6,7,8,9,9,9,7,19,8,16,10,13,12,7,10,15,0,0,0,0,
752,선진운수종점 - 선진운수종점,35,경문고교.배나무골앞,0,3,1,2,4,4,6,8,13,9,9,20,11,19,8,14,15,8,8,15,0,0,0,0,
752,선진운수종점 - 선진운수종점,36,총신대입구역.남성사계시장입구앞,2,4,2,3,8,5,8,9,11,11,10,18,10,22,14,10,19,9,14,17,0,0,0,0,
752,선진운수종점 - 선진운수종점,37,이수역10번출구,4,4,0,4,7,7,6,10,8,8,8,22,12,22,15,13,18,13,19,17,0,0,0,0,
752,선진운수종점 - 선진운수종점,38,남성초등학교,0,3,0,3,4,5,6,10,9,12,8,20,13,18,18,15,17,14,18,16,0,0,0,0,
752,선진운수종점 - 선진운수종점,39,남성역골목시장,0,4,0,2,7,9,7,10,10,14,12,18,12,16,23,11,14,16,19,15,0,0,0,0,
752,선진운수종점 - 선진운수종점,40,남성역,0,4,4,4,7,11,9,11,11,15,13,20,9,23,25,13,16,16,21,14,0,0,0,0,
752,선진운수종점 - 선진운수종점,41,사당중학교,0,5,2,3,9,12,10,11,13,13,12,19,11,18,19,15,15,14,20,13,0,0,0,0,
752,선진운수종점 - 선진운수종점,42,총신대,0,6,3,5,12,13,13,11,11,14,13,10,16,15,16,12,14,13,18,18,0,0,0,0,
752,선진운수종점 - 선진운수종점,43,사당롯데캐슬골든포레.사당해그린,0,3,2,8,12,15,10,11,13,13,11,8,14,14,14,8,13,8,15,20,0,0,0,0,
752,선진운수종점 - 선진운수종점,44,숭실대별관앞,0,5,0,8,12,11,9,13,13,13,12,6,10,10,10,7,7,7,10,15,0,0,0,0,
752,선진운수종점 - 선진운수종점,45,숭실대정문앞,0,4,0,4,10,10,6,5,14,12,11,5,11,13,11,6,6,6,9,7,0,0,0,0,
752,선진운수종점 - 선진운수종점,46,숭실대입구역,0,6,3,4,6,9,10,7,13,10,8,4,10,12,7,7,3,5,5,2,0,0,0,0,
752,선진운수종점 - 선진운수종점,47,상도동중앙하이츠빌.상도전통시장,0,5,1,4,10,10,10,10,13,10,7,4,6,11,6,9,4,6,5,2,0,0,0,0,
752,선진운수종점 - 선진운수종점,48,상도역,0,4,0,6,7,8,7,12,12,13,9,3,5,12,6,8,3,4,1,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,49,상도노빌리티아파트,0,5,0,5,9,9,7,9,9,11,9,3,6,11,4,7,1,2,4,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,50,동작문화복지센터.동작보건소,0,0,2,7,12,11,8,8,14,11,10,9,4,9,3,6,3,2,3,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,51,청화병원,0,6,3,9,10,10,8,12,8,11,8,9,4,6,4,4,0,3,4,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,52,동작구청.노량진초등학교앞,0,5,2,6,10,11,5,9,12,9,5,6,4,5,3,6,2,1,2,1,0,0,0,0,
752,선진운수종점 - 선진운수종점,53,노량진역3번출구,0,3,1,2,5,4,8,4,6,6,6,5,3,9,6,10,12,7,7,9,0,0,0,0,
752,선진운수종점 - 선진운수종점,54,사육신공원,0,0,1,2,3,5,8,3,5,4,5,7,4,7,5,10,4,8,9,6,0,0,0,0,
752,선진운수종점 - 선진운수종점,55,노들역,0,4,1,0,2,7,0,5,5,5,2,0,0,6,7,11,5,0,7,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,56,상도터널노량진동,0,1,1,0,3,5,7,4,5,6,5,7,10,10,7,11,11,0,10,10,0,0,0,0,
752,선진운수종점 - 선진운수종점,57,상도터널상도동,0,2,0,3,6,7,10,4,3,6,6,4,11,3,5,10,9,9,6,7,0,0,0,0,
752,선진운수종점 - 선진운수종점,58,상도역,0,3,3,2,4,7,6,6,7,5,8,6,4,12,9,11,8,10,10,8,0,0,0,0,
752,선진운수종점 - 선진운수종점,59,상도동중앙하이츠빌.상도전통시장,0,2,2,2,4,6,9,6,7,6,9,8,12,13,8,13,7,10,9,11,0,0,0,0,
752,선진운수종점 - 선진운수종점,60,숭실대입구역,0,4,4,4,5,5,7,6,10,7,7,9,12,19,9,13,8,12,9,9,0,0,0,0,
752,선진운수종점 - 선진운수종점,61,숭실대정문앞,0,1,5,2,4,5,8,6,9,6,11,10,15,15,8,10,7,8,5,12,0,0,0,0,
752,선진운수종점 - 선진운수종점,62,숭실대별관앞,0,0,3,4,5,10,9,9,11,8,11,12,12,15,8,6,6,5,5,6,0,0,0,0,
752,선진운수종점 - 선진운수종점,63,사당롯데캐슬골든포레.사당해그린,0,5,4,3,6,11,19,12,15,10,13,10,12,14,7,6,7,6,6,6,0,0,0,0,
752,선진운수종점 - 선진운수종점,64,사당5치안센터,0,0,3,5,6,14,25,13,13,14,12,11,15,14,7,7,9,7,4,4,0,0,0,0,
752,선진운수종점 - 선진운수종점,65,총신대,0,7,1,8,7,13,33,15,16,15,13,11,19,15,13,11,9,4,5,1,0,0,0,0,
752,선진운수종점 - 선진운수종점,66,사당중학교,0,10,5,10,12,15,36,17,17,17,15,11,21,16,13,12,7,7,4,2,0,0,0,0,
752,선진운수종점 - 선진운수종점,67,남성역,0,9,5,5,10,15,32,14,20,14,13,11,23,18,9,10,4,6,4,6,0,0,0,0,
752,선진운수종점 - 선진운수종점,68,남성역골목시장,0,9,6,6,8,14,36,14,20,16,15,11,22,16,11,10,2,8,3,5,0,0,0,0,
752,선진운수종점 - 선진운수종점,69,사당동대아신협앞,0,3,7,6,9,18,32,12,21,19,17,13,22,17,10,22,4,8,4,4,0,0,0,0,
752,선진운수종점 - 선진운수종점,70,남성초등학교,0,0,5,7,11,15,30,15,21,17,15,9,15,8,10,21,5,9,3,3,0,0,0,0,
752,선진운수종점 - 선진운수종점,71,이수역9번출구,0,8,6,6,6,14,25,14,19,16,14,10,13,12,13,17,5,9,4,0,0,0,0,0,
752,선진운수종점 - 선진운수종점,72,총신대입구역.남성사계시장입구앞,0,6,6,5,7,10,16,12,14,15,9,13,14,9,16,12,11,8,11,5,11,0,0,0,
752,선진운수종점 - 선진운수종점,73,경문고등학교,0,0,3,5,5,9,14,13,15,14,7,9,14,10,16,10,10,10,6,2,10,0,0,0,
752,선진운수종점 - 선진운수종점,74,정금마을,0,2,7,5,5,8,11,13,15,15,10,11,17,13,19,7,7,6,10,4,11,0,0,0,
752,선진운수종점 - 선진운수종점,75,이수교,0,7,5,4,6,9,12,16,16,16,12,12,22,13,16,8,7,9,9,3,11,0,0,0,
752,선진운수종점 - 선진운수종점,76,동작역.국립현충원,0,7,1,3,4,10,9,15,16,16,12,10,19,9,14,7,6,3,9,4,15,0,0,0,
752,선진운수종점 - 선진운수종점,77,흑석동한강현대아파트,0,0,5,4,2,12,6,14,16,0,11,7,16,12,10,7,2,8,6,0,15,0,0,0,
752,선진운수종점 - 선진운수종점,78,비계,0,0,6,4,5,11,9,14,16,10,14,13,19,14,14,8,8,4,9,4,0,0,0,0,
752,선진운수종점 - 선진운수종점,79,흑석역.명수대현대아파트,0,0,6,5,7,14,12,15,17,15,15,9,20,18,14,9,10,11,8,5,16,0,0,0,
752,선진운수종점 - 선진운수종점,80,흑석동효사정앞,0,0,0,6,7,10,14,15,19,22,12,12,17,14,9,11,11,13,9,4,0,0,0,0,
752,선진운수종점 - 선진운수종점,81,노들섬,0,0,5,3,7,16,15,15,14,21,17,16,16,21,16,13,5,14,10,5,11,0,0,0,
752,선진운수종점 - 선진운수종점,82,한강대교북단.LG유플러스,0,0,4,3,8,15,14,16,15,18,12,13,16,22,17,11,12,16,11,4,12,0,0,0,
752,선진운수종점 - 선진운수종점,83,신용산역,0,0,7,5,8,11,14,12,12,15,17,21,20,28,25,22,18,31,22,21,13,0,0,0,
752,선진운수종점 - 선진운수종점,84,용산우체국,0,0,4,6,9,11,14,10,15,16,13,11,22,29,27,23,27,30,25,23,13,0,0,0,
752,선진운수종점 - 선진운수종점,85,삼각지역,0,0,3,3,9,12,13,8,9,13,20,19,24,28,26,21,28,30,25,25,11,0,0,0,
752,선진운수종점 - 선진운수종점,86,숙대입구역,0,0,8,5,11,9,17,8,12,17,17,25,32,32,32,25,30,23,29,26,11,0,0,0,
752,선진운수종점 - 선진운수종점,87,갈월동,0,0,6,6,10,11,18,9,14,31,16,27,37,38,36,24,26,22,30,20,12,0,0,0,
752,선진운수종점 - 선진운수종점,88,경찰청.동북아역사재단,0,0,6,6,12,12,15,8,11,26,15,25,30,29,31,23,20,22,30,23,13,0,0,0,
752,선진운수종점 - 선진운수종점,89,영천시장,0,0,4,4,5,13,14,13,12,29,14,21,30,30,33,20,19,22,28,23,14,0,0,0,
752,선진운수종점 - 선진운수종점,90,독립문역.한성과학고,0,0,3,6,4,10,10,13,14,30,14,19,22,29,35,19,16,23,23,24,14,0,0,0,
752,선진운수종점 - 선진운수종점,91,무악재역,0,0,0,6,4,11,8,12,10,29,15,16,21,25,31,18,16,19,20,21,10,0,0,0,
752,선진운수종점 - 선진운수종점,92,인왕산.홍제원아파트,0,0,2,7,7,11,9,13,15,9,13,16,19,23,25,16,15,15,20,17,12,0,0,0,
