노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
501,한남운수대학동차고지 - 한남운수대학동차고지,1,한남운수대학동차고지,5,6,3,4,8,7,11,12,7,7,11,7,7,7,10,3,2,1,7,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,2,서울산업정보학교.삼성교,6,9,3,8,11,8,14,18,10,9,13,14,11,14,12,5,3,4,2,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,3,관악산입구.관악아트홀.중앙도서관,5,0,3,9,10,3,15,20,13,10,14,10,12,18,11,0,3,1,8,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,4,서울대학교,0,0,0,4,11,8,19,19,18,15,16,15,19,13,5,3,5,4,5,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,5,서울대학교치과병원.동물병원,0,0,0,0,9,0,10,0,4,12,10,13,0,14,6,6,0,0,0,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,6,서울여상.서울문영여중고앞,4,6,4,0,11,7,12,0,14,13,13,6,18,10,3,4,0,0,6,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,7,관악구청,6,7,6,6,13,10,18,22,18,17,13,13,19,16,14,6,6,6,9,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,8,봉천사거리.봉천중앙시장,6,10,10,5,14,21,24,20,17,19,20,19,21,21,17,11,10,8,13,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,9,봉원중학교.행운동우성아파트,7,6,11,8,16,23,30,19,19,26,25,25,23,20,18,12,10,7,3,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,10,관악푸르지오아파트,8,10,13,9,21,27,32,15,20,29,25,28,25,13,14,14,8,4,13,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,11,봉천고개.관악현대아파트,8,10,12,12,24,33,32,16,24,32,25,29,28,22,21,12,7,7,12,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,12,숭실대입구역,9,10,11,12,27,42,32,18,32,31,25,28,27,21,21,10,6,6,6,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,13,상도동중앙하이츠빌.상도전통시장,10,9,13,15,32,47,38,26,35,36,28,27,29,31,20,11,8,6,11,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,14,상도역,0,11,14,17,32,47,41,27,37,40,29,33,27,35,23,13,6,2,5,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,15,상도터널상도동,11,11,16,20,34,47,46,34,38,42,36,42,31,44,26,13,11,7,8,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,16,상도터널노량진동,10,9,16,20,26,45,46,34,38,44,38,39,30,43,23,14,9,8,9,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,17,노들섬,0,8,11,7,33,39,37,26,36,40,37,32,29,41,20,13,5,7,0,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,18,한강대교북단.LG유플러스,9,12,10,18,27,35,41,30,31,35,31,33,30,39,22,16,10,9,8,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,19,신용산역,7,10,10,15,19,23,27,29,27,28,22,21,25,31,16,14,6,7,8,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,20,용산우체국,6,0,11,4,16,20,25,28,25,26,27,19,25,24,15,10,7,8,7,7,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,21,삼각지역,9,7,7,13,15,17,18,22,30,25,22,16,22,20,13,9,7,7,4,5,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,22,숙대입구역,11,8,11,11,16,18,17,13,27,22,21,13,20,19,12,7,6,4,3,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,23,갈월동,0,9,8,10,14,14,15,10,17,20,15,10,19,18,14,1,1,3,0,4,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,24,서울역버스환승센터.강우규의거터,0,6,4,4,8,11,9,8,18,16,11,14,18,15,13,6,4,3,0,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,25,시청앞,0,4,3,2,5,7,7,12,12,13,9,12,15,13,13,5,5,6,1,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,26,서울신문사,0,2,2,2,4,4,6,7,9,10,4,8,11,7,12,10,5,7,3,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,27,종로1가,0,1,1,2,6,6,5,5,9,9,9,7,8,6,9,11,5,8,2,1,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,28,종로2가,0,3,2,1,7,4,4,3,6,3,8,7,8,7,5,12,4,5,4,1,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,29,종로2가.삼일교,0,4,0,1,6,4,9,4,8,7,10,7,12,13,8,11,3,8,10,2,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,30,을지로2가.기업은행본점.서울노동청,0,5,0,0,5,4,12,6,8,10,17,14,16,14,12,8,7,9,12,5,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,31,롯데백화점,0,2,1,2,2,0,10,7,13,12,10,21,15,16,16,12,11,9,13,6,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,32,북창동.남대문시장,0,5,1,2,7,1,5,8,8,4,7,24,15,16,18,13,8,10,5,7,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,33,숭례문(가상),0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,34,숭례문,0,0,1,0,0,2,12,0,3,6,8,24,17,12,20,5,10,11,13,5,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,35,서울역버스환승센터,0,6,1,2,4,4,14,7,19,16,11,26,15,19,22,14,12,19,19,9,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,36,갈월동,0,0,2,2,5,2,1,8,11,15,12,27,16,22,20,13,17,20,15,8,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,37,숙대입구역,0,0,3,0,8,9,13,11,15,22,16,28,23,23,25,15,18,21,21,11,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,38,삼각지역,0,13,8,3,9,9,18,14,13,22,17,31,23,25,24,19,20,20,29,14,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,39,용산우체국,0,0,0,0,6,8,7,10,11,22,17,30,22,11,24,19,18,23,30,18,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,40,신용산역,0,9,6,4,10,7,15,12,12,32,22,37,31,36,26,47,41,37,39,22,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,41,한강대교북단.LG유플러스,0,0,5,5,11,10,11,17,9,32,23,39,26,37,29,27,40,36,40,24,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,42,노들섬,0,0,3,4,12,12,13,16,10,33,21,40,42,30,38,47,44,37,37,41,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,43,상도터널노량진동,0,7,8,6,10,13,13,13,17,31,21,37,34,28,34,41,38,34,34,43,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,44,상도터널상도동,0,6,6,1,9,14,12,10,10,28,13,36,22,20,29,32,32,26,26,30,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,45,상도역,0,5,4,7,10,14,11,9,19,30,19,35,33,21,30,20,28,25,25,26,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,46,상도동중앙하이츠빌.상도전통시장,0,0,0,0,8,16,11,10,19,31,21,32,31,21,25,21,25,22,22,25,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,47,숭실대입구역,0,0,8,6,8,17,15,12,18,30,24,36,27,24,27,20,29,20,21,28,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,48,봉현초등학교,0,6,0,5,0,18,15,9,17,26,22,30,29,19,22,19,24,13,18,21,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,49,성현동동아아파트,0,6,7,5,3,17,14,9,15,22,17,24,28,18,21,16,20,10,15,17,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,50,봉원중학교.행운동우성아파트,0,3,7,5,8,15,10,8,13,26,16,19,21,17,18,17,17,16,11,14,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,51,봉천사거리.위버폴리스,0,0,5,1,7,10,6,7,11,14,16,16,17,15,16,12,12,16,12,12,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,52,관악구청,0,3,4,5,5,6,4,6,8,8,6,13,10,17,18,18,17,15,18,15,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,53,관악경찰서.관악소방서,0,0,1,7,4,0,3,1,6,6,5,6,6,15,17,17,7,15,8,14,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,54,서울여상.서울문영여중고앞,0,0,0,1,0,4,3,2,0,5,4,12,0,5,0,18,13,14,0,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,55,서울대학교치과병원.동물병원,0,0,0,3,5,3,2,1,2,6,3,5,0,16,7,17,0,0,0,0,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,56,서울대학교,0,0,0,2,3,0,1,2,0,0,0,0,5,15,9,18,14,13,0,10,0,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,57,신림중.삼성고.관악아트홀.도서관,0,1,4,3,4,2,1,3,5,5,2,10,9,14,11,15,15,11,17,7,10,0,0,0,
501,한남운수대학동차고지 - 한남운수대학동차고지,58,한남운수대학동차고지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),1,신림2동차고지(기점가상),0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),2,신성초등학교,2,1,0,0,1,3,2,1,3,1,2,2,3,1,0,1,1,3,2,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),3,삼성동주민센터,2,0,0,1,3,4,0,0,4,4,1,3,8,4,5,7,3,4,5,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),4,미림고개,0,0,1,0,1,0,2,0,0,0,2,4,6,6,6,8,0,0,3,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),5,미림여고.미림여자정보과학고,0,0,0,0,2,4,4,0,0,3,0,0,6,0,3,2,0,0,0,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),6,신우초등학교,0,1,0,0,0,2,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),7,삼성산성지,0,0,0,0,0,0,1,0,6,4,3,2,5,0,0,5,0,0,0,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),8,산장아파트,0,1,1,0,0,0,3,0,3,5,1,0,6,6,5,4,0,0,2,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),9,삼성산주공아파트,0,2,1,2,1,2,2,2,5,8,2,3,9,5,5,1,2,4,2,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),10,관악산휴먼시아아파트1단지입구,3,2,3,3,3,5,11,3,9,10,8,5,12,10,7,3,1,5,2,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),11,난향동주민센터,4,8,8,7,7,9,15,6,12,15,16,21,13,14,11,7,4,5,5,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),12,난곡종점,4,10,9,4,8,13,19,10,14,11,15,8,16,18,11,13,0,6,5,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),13,신림복지관앞,5,4,0,6,13,9,20,9,8,16,16,10,17,7,5,14,4,6,6,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),14,난우중학교입구,0,4,7,8,16,16,23,12,13,5,15,19,18,10,12,15,5,5,4,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),15,우림시장.난곡보건분소,8,9,12,9,18,19,25,17,16,23,18,29,18,18,12,11,6,6,5,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),16,남강중고등학교입구,10,8,14,10,23,26,28,21,19,26,19,32,23,22,13,10,8,6,6,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),17,세이브마트앞,0,13,15,11,24,25,32,25,28,26,24,35,30,24,12,11,7,3,7,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),18,신일교회앞,11,13,17,12,25,26,32,27,31,27,28,39,36,23,12,13,9,6,8,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),19,난곡우체국사거리,11,12,18,6,26,28,34,26,32,31,29,40,40,23,15,15,11,5,9,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),20,신림청소년독서실.신림체육센터,0,11,15,10,23,24,23,26,35,32,29,38,40,22,13,19,13,5,8,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),21,난곡입구,11,11,14,13,23,30,26,25,34,32,26,39,33,22,15,21,14,6,10,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),22,호림박물관,12,0,10,14,21,12,34,24,32,25,28,37,35,23,15,14,13,8,6,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),23,남서울중학교.성보중고등학교,0,10,11,15,19,32,31,22,30,30,28,37,39,25,16,20,12,9,9,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),24,신림사거리.신림역,6,6,12,9,12,23,23,12,15,26,17,14,29,18,18,18,11,8,9,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),25,관악우체국.에이치플러스양지병원,0,8,4,11,14,21,26,15,14,25,22,18,30,17,22,21,12,9,12,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),26,KT&G관악지점,0,6,9,9,5,21,26,16,19,24,20,19,31,29,22,23,14,10,8,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),27,봉천역.관악초등학교,0,6,11,10,13,23,25,15,16,23,18,23,23,27,19,16,16,14,11,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),28,KT관악지점,0,9,14,11,12,23,27,17,20,27,24,29,24,30,18,24,14,16,13,9,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),29,봉천사거리.봉천중앙시장,0,10,13,11,11,20,25,20,22,25,22,27,24,29,18,18,14,15,15,8,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),30,봉원중학교.행운동우성아파트,0,11,12,12,12,20,24,20,21,26,22,29,28,29,17,17,15,12,15,7,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),31,관악푸르지오아파트,0,12,11,11,12,22,22,22,24,29,23,26,19,28,13,20,16,10,13,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),32,봉천고개.관악현대아파트,0,14,9,13,12,17,23,15,25,30,20,26,24,28,12,19,14,10,12,4,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),33,숭실대입구역,0,13,10,11,10,15,22,19,27,26,21,18,25,26,10,15,15,7,9,3,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),34,상도동중앙하이츠빌.상도전통시장,0,12,1,15,7,16,23,24,30,29,23,20,26,25,11,17,17,3,6,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),35,상도역,0,14,9,13,12,16,23,26,29,26,27,21,28,23,27,16,21,5,3,2,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),36,상도터널상도동,0,6,15,18,14,16,24,36,35,26,34,23,37,25,29,17,18,11,6,4,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),37,상도터널노량진동,0,0,16,12,13,16,26,17,35,25,20,34,38,26,28,18,17,5,2,5,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),38,노들섬,0,9,14,11,11,15,24,35,32,24,19,35,37,24,30,17,18,3,0,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),39,한강대교북단.LG유플러스,0,8,13,17,11,13,18,26,26,26,25,26,30,20,29,15,16,5,5,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),40,신용산역,0,7,11,7,9,10,12,20,21,17,22,23,18,23,16,16,14,8,9,1,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),41,용산우체국,0,6,0,0,8,8,9,19,22,17,18,22,17,19,15,15,11,3,5,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),42,삼각지역,0,4,8,5,6,10,8,13,18,16,13,20,15,17,16,13,10,7,8,3,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),43,숙대입구역,0,5,6,5,5,9,8,10,15,11,11,18,9,11,12,9,7,4,2,1,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),44,갈월동,0,3,8,4,5,9,7,9,13,13,6,16,10,7,7,6,5,1,2,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),45,서울역버스환승센터.강우규의거터,0,1,5,2,2,7,6,5,9,10,8,12,5,3,4,4,4,0,1,4,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),46,시청앞,0,2,2,0,0,3,3,3,6,7,5,5,4,4,1,2,0,1,0,1,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),47,서울신문사,0,1,1,0,3,1,2,4,2,5,4,3,3,10,1,2,4,3,1,2,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),48,을지로입구역.광교,0,1,0,0,2,0,0,7,2,2,2,2,6,9,2,3,9,4,2,5,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),49,해운센터.롯데영프라자,0,0,0,0,3,0,0,6,3,3,0,3,5,7,4,4,11,10,4,5,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),50,북창동.남대문시장,0,0,3,0,4,1,1,0,4,7,5,6,9,3,8,4,12,6,3,6,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),51,숭례문(가상),0,0,3,0,4,1,1,0,4,7,5,6,9,3,8,4,12,6,3,6,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),52,숭례문,0,0,2,0,0,0,1,0,4,0,1,1,6,5,6,0,7,7,3,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),53,서울역버스환승센터,0,0,2,1,6,2,2,2,6,14,7,7,11,12,13,12,17,22,19,17,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),54,갈월동,0,0,0,2,4,4,0,7,9,17,9,0,10,13,11,14,20,23,8,13,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),55,숙대입구역,0,2,4,4,8,5,3,3,11,18,4,9,14,18,10,16,30,20,27,18,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),56,삼각지역,0,0,10,5,8,7,3,6,10,20,5,13,17,17,8,19,31,24,27,22,23,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),57,용산우체국,0,0,3,0,7,8,2,1,9,19,0,8,20,16,13,5,20,27,30,26,22,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),58,신용산역,0,0,4,6,12,9,0,10,8,21,14,27,27,24,30,21,41,48,37,43,27,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),59,한강대교북단.LG유플러스,0,0,10,2,10,9,0,8,9,22,16,30,24,19,29,20,21,50,36,29,25,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),60,노들섬,0,0,9,0,11,3,0,6,5,11,16,32,23,12,33,23,40,48,36,41,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),61,상도터널노량진동,0,0,8,5,15,10,4,8,8,23,16,27,28,26,33,20,38,45,43,41,26,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),62,상도터널상도동,0,0,9,4,13,4,5,4,8,19,12,25,23,22,21,18,30,24,34,37,26,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),63,상도역,0,0,6,5,11,3,8,6,7,18,15,23,25,21,25,18,27,22,25,33,27,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),64,상도동중앙하이츠빌.상도전통시장,0,0,7,5,9,13,9,9,9,16,13,24,26,20,22,16,28,19,22,27,24,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),65,숭실대입구역,0,0,10,7,7,14,13,11,11,20,19,24,28,22,30,19,25,27,23,25,22,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),66,봉현초등학교,0,0,11,5,9,14,12,11,15,23,17,24,25,25,27,18,20,21,21,21,17,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),67,성현동동아아파트,0,0,12,4,9,18,19,14,15,25,18,25,26,29,24,19,22,19,17,20,20,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),68,봉원중학교.행운동우성아파트,0,0,13,6,10,18,19,13,17,27,17,19,26,33,22,19,21,21,19,17,19,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),69,봉천사거리.위버폴리스,0,0,11,5,6,19,21,13,22,25,16,19,27,36,22,21,20,23,16,17,19,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),70,서울대입구역5번출구,0,0,10,7,11,15,16,20,21,27,16,18,31,32,21,21,21,20,31,20,30,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),71,KT관악지점,0,0,9,6,10,18,14,18,19,26,16,19,26,27,19,20,21,20,29,19,26,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),72,봉천역.관악초등학교,0,0,6,8,8,17,13,13,17,24,23,18,23,23,19,23,20,24,27,20,25,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),73,KT&G관악지점,0,0,5,6,9,18,15,13,15,19,21,18,22,24,17,24,19,23,29,17,23,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),74,관악우체국.에이치플러스양지병원,0,0,4,6,6,16,9,13,12,15,21,18,17,20,20,21,12,23,28,14,19,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),75,신림사거리.신림역,0,0,12,6,7,15,11,19,9,15,24,21,25,24,40,25,20,29,27,21,22,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),76,남부초등학교,0,0,13,7,6,14,10,18,9,15,23,22,28,23,39,28,21,31,25,15,14,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),77,호림박물관,0,0,12,5,0,12,12,19,0,15,23,23,28,23,38,23,19,30,23,0,12,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),78,신림청소년독서실.신림체육센터,0,0,10,6,6,12,13,19,11,14,21,14,24,25,38,37,18,27,23,19,23,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),79,난곡우체국사거리,0,0,9,6,6,13,15,20,10,9,20,11,24,23,34,33,14,20,25,18,19,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),80,신일교회앞,0,0,10,10,5,10,17,14,9,12,22,11,23,18,29,25,13,17,22,18,15,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),81,세이브마트앞,0,0,10,9,5,7,16,10,8,14,21,10,22,18,25,26,16,14,18,14,14,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),82,남강중고등학교입구,0,0,0,7,5,5,14,10,11,14,18,12,16,15,21,22,14,15,16,11,12,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),83,우림시장.난곡보건분소,0,0,5,3,6,5,15,16,15,15,13,14,16,17,16,25,10,9,14,10,6,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),84,난우중학교입구,0,0,5,5,7,4,10,15,9,15,8,11,13,16,15,23,7,8,11,6,8,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),85,신림복지관앞,0,0,4,2,6,4,12,11,5,13,14,10,14,12,13,21,6,10,10,4,5,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),86,서울난향초등학교.난향동주민센터,0,0,3,1,4,3,13,11,12,11,11,6,12,14,7,16,5,8,9,5,8,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),87,관악산휴먼시아.신림푸르지오2차,0,0,1,0,5,6,12,12,7,9,8,3,10,7,3,8,4,4,7,3,6,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),88,관악산휴먼시아아파트1단지입구,0,0,0,2,5,5,11,12,8,10,6,5,7,4,3,3,2,5,3,2,4,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),89,삼성산주공아파트,0,0,0,2,5,1,8,10,9,10,6,4,6,3,2,2,3,4,0,1,3,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),90,산장아파트,0,0,0,0,4,6,10,5,1,11,2,6,3,3,4,0,0,0,0,3,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),91,삼성산성지,0,0,0,0,4,5,9,3,3,13,2,0,0,4,0,0,0,0,0,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),92,신우초등학교,0,0,0,0,1,0,6,0,7,0,5,0,0,2,0,0,0,0,0,1,1,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),93,미림여고.미림여자정보과학고,0,0,0,0,2,6,5,9,9,15,4,7,5,0,2,1,2,0,0,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),94,미림고개.고시촌입구,0,0,0,1,0,7,7,7,6,11,0,2,2,2,1,1,2,1,2,0,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),95,서울대벤처타운역,0,0,0,1,3,2,3,1,4,5,0,5,2,0,0,1,1,1,1,2,1,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),96,대학동고시촌입구,0,0,0,0,2,1,1,5,3,4,1,1,0,2,0,0,0,0,0,1,0,0,0,0,
506,신림2동차고지(기점가상) - 신림2동차고지(종점가상),97,서울산업정보학교.삼성교,0,0,0,0,1,1,0,4,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
